จังหวัด,เขตเลือกตั้งที่,ลำดับคะแนน,ผู้ลงสมัคร สส.,พรรคที่สังกัด,คะแนนเสียง,คะแนนเสียง(ร้อยละ),ผู้มาใช้สิทธิ์,ร้อยละผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,หน่วยเลือกตั้งที่นับเสร็จ,ร้อยละที่นับเสร็จแล้ว,หยุดอัพเดต,จำนวนหน่วยเลือกตั้งทั้งหมด
กรุงเทพมหานคร,11,14,นายธีรวุฒิ แก้วพยศ,พลังประชารัฐ,296,0.31,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,15,นายธีระเดช นาซีก,กล้าธรรม,203,0.21,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,16,น.อ. นที คชทิน,พลวัต,184,0.19,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,17,นายวรัญชัย โชคชนะ,ประชาธิปไตยใหม่,180,0.19,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,18,นายภูริจิวัจน์ วชิรวณิชกิจ,วิชชั่นใหม่,60,0.06,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,12,1,นายภูริวรรธก์ ใจสำราญ,ประชาชน,49925,48.27,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,12,2,นางศลิษา สิงหเสนี,ภูมิใจไทย,16106,15.57,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,12,3,นายภูร์ผา ไทยแท้,เพื่อไทย,15095,14.59,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,12,4,นางพิมชนก เก่าเจริญ,ประชาธิปัตย์,9527,9.21,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,12,5,นางสาวนพวรรณ หัวใจมั่น,พลังประชารัฐ,4142,4.0,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,12,6,นายธนกฤต ธนิศราพงศ์,รวมไทยสร้างชาติ,1776,1.72,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,12,7,นางสาวกรกมล บุญเฉย,เศรษฐกิจ,1770,1.71,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,12,8,นางศิริวรรณ พงษ์พานิชย์,ไทยสร้างไทย,1183,1.14,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,12,9,นายนนท์ปวิธ แก้วงาม,กล้าธรรม,945,0.91,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,12,10,นางสาวจิดาภา วิไลวรางกูร,ไทยก้าวใหม่,721,0.7,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,12,11,นางสาวปราณิสา สุดวิเศษ,พลวัต,452,0.44,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,12,12,นางสาวณัฐธยาน์ สิงห์คำนาราภูมิ,ประชากรไทย,434,0.42,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,12,13,นางสาวณัฏฐามณี คณโชติพิพัฒน์,ประชาธิปไตยใหม่,430,0.42,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,12,14,นายพิเชฐ เดชอรัญ,โอกาสใหม่,368,0.36,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,12,15,นางสาวอิสรีย์ อัศวรากาญจน์,รักชาติ,298,0.29,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,12,16,นายพุฒิพัฒน์ ธีรสกุลสิทธิ์,ปวงชนไทย,267,0.26,103439,,103439,,,181,94.7644,,191
กรุงเทพมหานคร,13,1,เรืออากาศโท ธนเดช เพ็งสุข,ประชาชน,44511,49.18,97065,,90508,1315,5242,183,94.81865,,193
กรุงเทพมหานคร,13,2,นายศุกล กุลสิงห์,ภูมิใจไทย,15227,16.82,97065,,90508,1315,5242,183,94.81865,,193
กรุงเทพมหานคร,13,3,นายภาณุพงศ์ ลักษณวิศิษฎ์,ประชาธิปัตย์,11428,12.63,97065,,90508,1315,5242,183,94.81865,,193
กรุงเทพมหานคร,13,4,นายแมน เจริญวัลย์,เพื่อไทย,10752,11.88,97065,,90508,1315,5242,183,94.81865,,193
กรุงเทพมหานคร,13,5,นายกฤษฎ์ เครือเจริญพร,รวมไทยสร้างชาติ,1887,2.08,97065,,90508,1315,5242,183,94.81865,,193
กรุงเทพมหานคร,13,6,นางสาวรุ่งนภา ทองประคำ,เศรษฐกิจ,1413,1.56,97065,,90508,1315,5242,183,94.81865,,193
กรุงเทพมหานคร,13,7,นายฐิติพัฒณ์ จันทร์แก้ว,รักชาติ,1323,1.46,97065,,90508,1315,5242,183,94.81865,,193
กรุงเทพมหานคร,13,8,นายธัญญะ เมษประสาท,ปวงชนไทย,1082,1.2,97065,,90508,1315,5242,183,94.81865,,193
กรุงเทพมหานคร,13,9,นางสาวทิฆัมพร อัศวสิรินิมิต,ไทยสร้างไทย,807,0.89,97065,,90508,1315,5242,183,94.81865,,193
กรุงเทพมหานคร,13,10,นายดนัย อินทรพยุง,ไทยก้าวใหม่,775,0.86,97065,,90508,1315,5242,183,94.81865,,193
กรุงเทพมหานคร,13,11,นายศุรุท เกษมณีภูรเดช,โอกาสใหม่,438,0.48,97065,,90508,1315,5242,183,94.81865,,193
กรุงเทพมหานคร,13,12,นายอนุศักดิ์ กาญจนี,พลวัต,325,0.36,97065,,90508,1315,5242,183,94.81865,,193
กรุงเทพมหานคร,13,13,นายสมบัติ มหาโคตร,พลังประชารัฐ,252,0.28,97065,,90508,1315,5242,183,94.81865,,193
กรุงเทพมหานคร,13,14,นายวัชรพนต์ วัฒนาอาภรณ์ชัย,เพื่อบ้านเมือง,157,0.17,97065,,90508,1315,5242,183,94.81865,,193
กรุงเทพมหานคร,13,15,นายณัษฐพงษ์ วุฒิพงศ์เตชากิจ,วิชชั่นใหม่,131,0.14,97065,,90508,1315,5242,183,94.81865,,193
กรุงเทพมหานคร,14,1,นายก่อเกียรติ ก่อสูงศักดิ์,ประชาชน,41528,44.43,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,14,2,นางสาวฐิติภัสร์ โชติเดชาชัยนันต์,ภูมิใจไทย,25491,27.27,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,14,3,นายพงศกร รัตนเรืองวัฒนา,เพื่อไทย,10848,11.61,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,14,4,ร.อ.พิชาญศักดิ์ บุญมาศ,ประชาธิปัตย์,8186,8.76,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,14,5,นายปรีชาชัย พิพรรธน์ธนาดุล,รวมไทยสร้างชาติ,1333,1.43,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,14,6,นายธีรทรัพย์ อภิญญาภรณ์,ไทยสร้างไทย,1299,1.39,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,14,7,นายธีระยุทธ อรุณพูลทรัพย์,เศรษฐกิจ,1199,1.28,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,14,8,นางสาวอาภา กลิ่นหอม,ไทยภักดี,694,0.74,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,14,9,นายศรราม สีบุญเรื่อง,กล้าธรรม,571,0.61,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,14,10,นายศุภพิพัฒน์ บัลนาลังก์,ไทยก้าวใหม่,485,0.52,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,14,11,นายอริย์ธัช สายสุวรรณ์,รักชาติ,477,0.51,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,14,12,นางชนิดาภา สนิมทอง,ปวงชนไทย,354,0.38,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,14,13,นายรัชฎะ สมรทินกร,พลังประชารัฐ,352,0.38,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,14,14,นายไชยอนันต์ ตรีไพบูลย์,โอกาสใหม่,291,0.31,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,14,15,นายกิตติศักดิ์ บุญพิทักษ์วุฒิ,พลวัต,213,0.23,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,14,16,นายจิรยุทธ บุญแต่ง,ไทยก้าวหน้า,146,0.16,99223,,93467,1431,4325,187,94.92386,,197
กรุงเทพมหานคร,16,1,นางสาวพิมพ์กาญจน์ กีรติวิราปกรณ์,ประชาชน,46021,48.85,100557,,94218,1438,4901,170,94.97207,,179
กรุงเทพมหานคร,16,2,นายณัฐนันท์ กัลยาศิริ,ภูมิใจไทย,15424,16.37,100557,,94218,1438,4901,170,94.97207,,179
กรุงเทพมหานคร,16,3,นายจิรายุ ห่วงทรัพย์,เพื่อไทย,15340,16.28,100557,,94218,1438,4901,170,94.97207,,179
กรุงเทพมหานคร,16,4,นายสุนันท์ มีนมณี,ประชาธิปัตย์,8442,8.96,100557,,94218,1438,4901,170,94.97207,,179
กรุงเทพมหานคร,16,5,นายปิยชาติ โชติช่วง,เศรษฐกิจ,1660,1.76,100557,,94218,1438,4901,170,94.97207,,179
กรุงเทพมหานคร,16,6,นายอัฏฐพล สิทธิชัยอารีกิจ,รวมไทยสร้างชาติ,1648,1.75,100557,,94218,1438,4901,170,94.97207,,179
กรุงเทพมหานคร,16,7,ผู้ช่วยศาสตราจารย์วสันต์ ภู่รัสมี,โอกาสใหม่,1317,1.4,100557,,94218,1438,4901,170,94.97207,,179
กรุงเทพมหานคร,16,8,นายภาคิณ ภูกิจสิริกุล,ไทยก้าวใหม่,1112,1.18,100557,,94218,1438,4901,170,94.97207,,179
